name,affiliation,country,dept,year,homepage
Shankar Kalyanasundaram ,Australian National University,australasia,#N/A,#N/A,https://cecs.anu.edu.au/people/shankar-kalyanasundaram/
Shayne Flint ,Australian National University,australasia,#N/A,#N/A,https://cecs.anu.edu.au/people/shayne-flint/
Shihao Yan ,Australian National University,australasia,#N/A,#N/A,https://cecs.anu.edu.au/people/shihao-yan-0/
Stephen Blackburn ,Australian National University,australasia,metrics,2002,http://users.cecs.anu.edu.au/~steveb/
Stephen Gould ,Australian National University,australasia,ai,2007,http://users.cecs.anu.edu.au/~sgould/
Stephen M. Blackburn ,Australian National University,australasia,arch,2011,http://users.cecs.anu.edu.au/~steveb/
Steve Blackburn ,Australian National University,australasia,#N/A,#N/A,http://users.cecs.anu.edu.au/~steveb/
Steven M. Blackburn ,Australian National University,australasia,#N/A,#N/A,http://users.cecs.anu.edu.au/~steveb/
Sylvie ThiÌ©baux ,Australian National University,australasia,ai,2003,http://users.cecs.anu.edu.au/~thiebaux/
T. C. Chong ,Australian National University,australasia,#N/A,#N/A,https://researchers.anu.edu.au/researchers/haberkorn-tc/
T. D. Gedeon ,Australian National University,australasia,#N/A,#N/A,http://users.cecs.anu.edu.au/~Tom.Gedeon/research.html/
Takuya Tsuzuki ,Australian National University,australasia,#N/A,#N/A,https://cecs.anu.edu.au/people/takuya-tsuzuki/
TamÌÁs D. Gedeon ,Australian National University,australasia,#N/A,#N/A,https://cs.anu.edu.au/people/tom-gedeon/
Thomas P. White ,Australian National University,australasia,#N/A,#N/A,https://researchers.anu.edu.au/researchers/white-tp/
Thushara D. Abhayapala ,Australian National University,australasia,#N/A,#N/A,http://users.cecs.anu.edu.au/~thush/
Timothy Graham ,Australian National University,australasia,#N/A,#N/A,http://anu-au.academia.edu/TimothyGraham/
Tom Gedeon ,Australian National University,australasia,chi,2011,https://cs.anu.edu.au/people/Tom.Gedeon/
Tom Ratcliff ,Australian National University,australasia,#N/A,#N/A,https://cecs.anu.edu.au/people/tom-ratcliff/
Tony Hosking ,Australian National University,australasia,#N/A,#N/A,https://cecs.anu.edu.au/people/tony-hosking/
Uwe R. Zimmer ,Australian National University,australasia,robotics,2002,https://cs.anu.edu.au/people/uwe-r-zimmer/
Uwe Zimmer ,Australian National University,australasia,robotics,2012,https://cs.anu.edu.au/people/uwe-r-zimmer/
Vernie Everett ,Australian National University,australasia,#N/A,#N/A,https://cecs.anu.edu.au/people/vernie-everett/
Vincent Wheeler ,Australian National University,australasia,#N/A,#N/A,https://cecs.anu.edu.au/people/vincent-wheeler/
Viorela Ila ,Australian National University,australasia,robotics,2007,https://cecs.anu.edu.au/people/viorela-ila/
W. M. Lee ,Australian National University,australasia,#N/A,#N/A,https://researchers.anu.edu.au/researchers/lee-wm-w/
Weifa Liang ,Australian National University,australasia,comm,2016,https://cs.anu.edu.au/people/weifa-liang/
Wen Zhang 0002 ,Australian National University,australasia,#N/A,#N/A,https://cecs.anu.edu.au/people/wen-zhang/
Wojciech Lipinski ,Australian National University,australasia,#N/A,#N/A,https://cecs.anu.edu.au/people/wojciech-lipinski/
Xiangyun Zhou ,Australian National University,australasia,#N/A,#N/A,http://users.cecs.anu.edu.au/~xyzhou/Default.html/
Xiaolei Hou ,Australian National University,australasia,robotics,2013,https://cecs.anu.edu.au/people/xiaolei-hou/
Xinbo Yang ,Australian National University,australasia,#N/A,#N/A,https://cecs.anu.edu.au/people/xinbo-yang/
Yimao Wan ,Australian National University,australasia,#N/A,#N/A,https://researchers.anu.edu.au/researchers/wan-y/
Yuchao Dai ,Australian National University,australasia,vision,2010,https://cecs.anu.edu.au/people/yuchao-dai/
Yuerui Lu ,Australian National University,australasia,#N/A,#N/A,https://researchers.anu.edu.au/researchers/lu-yx/
Abhishek Mishra ,BITS Pilani,australasia,#N/A,#N/A,http://www.bits-pilani.ac.in/pilani/abhishekmisra/profile/
Amit Dua ,BITS Pilani,australasia,#N/A,#N/A,http://www.bits-pilani.ac.in/pilani/amitdua/profile/
Arun Chauhan ,BITS Pilani,australasia,hpc,1999,https://www.facebook.com/public/Arun-Chauhan/school/BITS-Pilani-109846209037854/
Ashutosh Bhatia ,BITS Pilani,australasia,#N/A,#N/A,http://www.bits-pilani.ac.in/pilani/ashutoshbhatia/profile/
Avinash Gautam ,BITS Pilani,australasia,#N/A,#N/A,http://universe.bits-pilani.ac.in/pilani/avinash/profile/
J. P. Misra ,BITS Pilani,australasia,#N/A,#N/A,http://www.bits-pilani.ac.in/pilani/computerscience/Faculty/
K. Haribabu ,BITS Pilani,australasia,#N/A,#N/A,http://www.bits-pilani.ac.in/pilani/khari/profile/
Kamlesh Tiwari ,BITS Pilani,australasia,#N/A,#N/A,http://www.bits-pilani.ac.in/pilani/kamleshtiwari/profile/
Kuldeep Kumar ,BITS Pilani,australasia,#N/A,#N/A,http://www.bits-pilani.ac.in/pilani/kuldeep/profile/
Lavika Goel ,BITS Pilani,australasia,#N/A,#N/A,http://www.bits-pilani.ac.in/pilani/lavikagoel/profile/
Mukesh Kumar Rohil ,BITS Pilani,australasia,#N/A,#N/A,http://www.bits-pilani.ac.in/pilani/rohil/profile/
Navneet Goyal ,BITS Pilani,australasia,#N/A,#N/A,http://universe.bits-pilani.ac.in/pilani/goel/profile/
Poonam Goyal ,BITS Pilani,australasia,#N/A,#N/A,http://www.bits-pilani.ac.in/pilani/poonam/profile/
Rahul Banerjee ,BITS Pilani,australasia,#N/A,#N/A,http://www.bits-pilani.ac.in/pilani/rahulbanerjee/profile/
Sudeept Mohan ,BITS Pilani,australasia,#N/A,#N/A,http://universe.bits-pilani.ac.in/pilani/sudeeptm/profile/
Sundar Balasubramaniam ,BITS Pilani,australasia,mobile,1998,http://www.bits-pilani.ac.in/pilani/sundarb/profile/
Sundaresan Raman ,BITS Pilani,australasia,#N/A,#N/A,http://www.bits-pilani.ac.in/pilani/sundaresanraman/profile/
Vandana Agarwal ,BITS Pilani,australasia,#N/A,#N/A,http://universe.bits-pilani.ac.in/pilani/vandana/profile/
Virendra Singh Shekhawat ,BITS Pilani,australasia,#N/A,#N/A,http://universe.bits-pilani.ac.in/pilani/vsshekhawat/profile/
Vishal Gupta ,BITS Pilani,australasia,da,2008,http://universe.bits-pilani.ac.in/pilani/vishalgupta/profile/
Yashvardhan Sharma ,BITS Pilani,australasia,#N/A,#N/A,http://www.bits-pilani.ac.in/pilani/yash/profile/
Amihood Amir ,Bar-Ilan University,europe,act,1990,http://u.cs.biu.ac.il/~amir/
Amir Herzberg ,Bar-Ilan University,europe,comm,2011,http://cs.biu.ac.il/en/node/639/
Ariel J. Frank ,Bar-Ilan University,europe,#N/A,#N/A,http://u.cs.biu.ac.il/~ariel/
Avinatan Hassidim ,Bar-Ilan University,europe,act,2006,http://u.cs.biu.ac.il/~avinatan/
Benny Pinkas ,Bar-Ilan University,europe,act,1999,http://www.pinkas.net/
David Sarne ,Bar-Ilan University,europe,ai,2005,http://u.cs.biu.ac.il/~sarned/
Doron A. Peled ,Bar-Ilan University,europe,da,1997,http://u.cs.biu.ac.il/~doronp/
Doron Peled ,Bar-Ilan University,europe,#N/A,#N/A,http://u.cs.biu.ac.il/~doronp/
Ely Porat ,Bar-Ilan University,europe,act,2000,http://u.cs.biu.ac.il/~porately/
Gal A. Kaminka ,Bar-Ilan University,europe,ai,1998,http://u.cs.biu.ac.il/~galk/
Ido Dagan ,Bar-Ilan University,europe,ai,2005,http://u.cs.biu.ac.il/~dagan/
Joseph Keshet ,Bar-Ilan University,europe,ai,2013,http://u.cs.biu.ac.il/~jkeshet/
Liam Roditty ,Bar-Ilan University,europe,act,2002,https://u.cs.biu.ac.il/~liamr/
Moshe Koppel ,Bar-Ilan University,europe,ai,2005,http://u.cs.biu.ac.il/~koppel/
Moshe Lewenstein ,Bar-Ilan University,europe,act,1997,http://u.cs.biu.ac.il/~moshe/
Nathan S. Netanyahu ,Bar-Ilan University,europe,act,1993,http://cs.biu.ac.il/en/node/644/
Noa Agmon ,Bar-Ilan University,europe,act,2004,http://u.cs.biu.ac.il/~agmon/
Sarit Kraus ,Bar-Ilan University,europe,act,1983,http://u.cs.biu.ac.il/~sarit/
Shmuel T. Klein ,Bar-Ilan University,europe,ir,1985,http://u.cs.biu.ac.il/~tomi/
Shmuel Tomi Klein ,Bar-Ilan University,europe,#N/A,#N/A,http://u.cs.biu.ac.il/~tomi/
Tali Kaufman ,Bar-Ilan University,europe,act,2002,http://cs.biu.ac.il/en/node/650/
Tanya Plotkin ,Bar-Ilan University,europe,#N/A,#N/A,http://cs.biu.ac.il/en/node/648/
Yael Amsterdamer ,Bar-Ilan University,europe,mod,2011,https://u.cs.biu.ac.il/~amstery/
Yehuda Lindell ,Bar-Ilan University,europe,act,2001,https://u.cs.biu.ac.il/~lindell/
Yoav Goldberg ,Bar-Ilan University,europe,bio,2011,https://www.cs.bgu.ac.il/~yoavg/uni/
Yonatan Aumann ,Bar-Ilan University,europe,act,1991,http://cs.biu.ac.il/en/node/636/
Anand Seetharam ,Binghamton University,usa,comm,2012,https://www.binghamton.edu/cs/people/aseetharam.html/
Aravind Prakash ,Binghamton University,usa,#N/A,#N/A,https://www.binghamton.edu/cs/people/aprakash.html/
Arti Ramesh ,Binghamton University,usa,ai,2014,https://www.binghamton.edu/cs/people/aramesh.html/
Dmitry Ponomarev ,Binghamton University,usa,arch,2001,http://www.cs.binghamton.edu/~dima/
Dmitry V. Ponomarev ,Binghamton University,usa,arch,2004,http://www.cs.binghamton.edu/~dima/
Guanhua Yan ,Binghamton University,usa,comm,2009,https://www.binghamton.edu/cs/people/ghyan.html/
Kanad Ghose ,Binghamton University,usa,arch,2001,http://www.cs.binghamton.edu/~ghose/
Kartik Gopalan ,Binghamton University,usa,comm,2004,http://www.cs.binghamton.edu/~kartik/
Kenneth Chiu ,Binghamton University,usa,hpc,2000,https://www.binghamton.edu/cs/people/kchiu.html/
Kyoung-Don Kang ,Binghamton University,usa,bed,2002,https://www.binghamton.edu/cs/people/kang.html/
Lei Yu 0001 ,Binghamton University,usa,ai,2015,http://www.cs.binghamton.edu/~lyu/
Leslie Lander ,Binghamton University,usa,#N/A,#N/A,https://www.binghamton.edu/cs/people/lander.html/
Lijun Yin ,Binghamton University,usa,vision,2006,http://www.cs.binghamton.edu/~lijun/
Madhusudhan Govindaraju ,Binghamton University,usa,hpc,1999,http://www.cs.binghamton.edu/~mgovinda/
Michael J. Lewis ,Binghamton University,usa,hpc,1996,https://www.binghamton.edu/cs/people/mlewis.html/
Mo Sha ,Binghamton University,usa,bed,2009,https://www.binghamton.edu/cs/people/msha.html/
Patrick H. Madden ,Binghamton University,usa,da,1998,http://www.cs.binghamton.edu/~pmadden/
Ping Yang 0002 ,Binghamton University,usa,sec,2007,http://www.cs.binghamton.edu/~pyang/
Timothy N. Miller ,Binghamton University,usa,arch,2010,http://www.cs.binghamton.edu/~millerti/
Weiyi Meng ,Binghamton University,usa,ir,2001,http://www.cs.binghamton.edu/~meng/
Weiying Dai ,Binghamton University,usa,#N/A,#N/A,https://www.binghamton.edu/cs/people/wdai.html/
Yan Wang 0003 ,Binghamton University,usa,comm,2012,https://www.binghamton.edu/cs/people/ywang.html/
Yao Liu 0001 ,Binghamton University,usa,comm,2012,http://www.cs.binghamton.edu/~yaoliu/
Yifan Zhang 0002 ,Binghamton University,usa,chi,2013,http://www.cs.binghamton.edu/~zhangy/
Yu David Liu ,Binghamton University,usa,arch,2014,http://www.cs.binghamton.edu/~davidl/
Zhongfei (Mark) Zhang ,Binghamton University,usa,ai,2006,http://www.cs.binghamton.edu/~zhongfei/
Zhongfei Zhang ,Binghamton University,usa,ai,2010,http://www.cs.binghamton.edu/~zhongfei/
Amit Jain ,Boise State University,usa,da,2005,http://cs.boisestate.edu/~amit/
Bogdan Dit ,Boise State University,usa,soft,2012,http://cs.boisestate.edu/~bdit/
Casey Kennington ,Boise State University,usa,nlp,2015,http://www.caseyreddkennington.com/
Casey Redd Kennington ,Boise State University,usa,#N/A,#N/A,http://www.caseyreddkennington.com/
Catherine Mills Olschanowsky ,Boise State University,usa,hpc,2014,http://coen.boisestate.edu/catherineolschan/
Catherine Olschanowsky ,Boise State University,usa,hpc,2004,http://coen.boisestate.edu/catherineolschan/
Dianxiang Xu ,Boise State University,usa,ai,2001,http://cs.boisestate.edu/~dxu/
Edoardo Serra ,Boise State University,usa,#N/A,#N/A,https://sites.google.com/site/serraedoardo/
Elena Sherman ,Boise State University,usa,soft,2009,http://cs.boisestate.edu/~esherman/
Francesca Spezzano ,Boise State University,usa,mlmining,2015,https://sites.google.com/site/francescaspezzano/
Gaby Dagher ,Boise State University,usa,#N/A,#N/A,http://cs.boisestate.edu/~gdagher/
Hoda Mehrpouyan ,Boise State University,usa,#N/A,#N/A,http://hodamehrpouyan.com/
Jerry Alan Fails ,Boise State University,usa,chi,2003,http://cs.boisestate.edu/~jfails/
Jidong Xiao ,Boise State University,usa,ops,2016,http://cs.boisestate.edu/~jxiao/
Jim Buffenbarger ,Boise State University,usa,#N/A,#N/A,http://cs.boisestate.edu/~buff/
Jyh-haw Yeh ,Boise State University,usa,#N/A,#N/A,http://cs.boisestate.edu/~jhyeh/
Maria Soledad Pera ,Boise State University,usa,mod,2011,http://cs.boisestate.edu/~sole/web/
Michael Ekstrand ,Boise State University,usa,#N/A,#N/A,https://md.ekstrandom.net/
Min Long ,Boise State University,usa,#N/A,#N/A,http://flash.uchicago.edu/~long/
Steve Cutchin ,Boise State University,usa,#N/A,#N/A,http://cs.boisestate.edu/~scutchin/
Timothy L. Andersen ,Boise State University,usa,#N/A,#N/A,http://cs.boisestate.edu/~tim/
Yantian Hou ,Boise State University,usa,comm,2014,http://cs.boisestate.edu/~yhou/
Edward Sciore ,Boston College,usa,act,1978,http://www.cs.bc.edu/~sciore/
Hao Jiang ,Boston College,usa,ai,2007,http://www.cs.bc.edu/~hjiang/
Howard Straubing ,Boston College,usa,log,2006,http://www.cs.bc.edu/~straubin/
JosÌ© Bento ,Boston College,usa,ai,2015,http://www.jbento.net/
JosÌ© Bento Ayres Pereira ,Boston College,usa,#N/A,#N/A,http://www.jbento.net/
Robert Muller ,Boston College,usa,plan,1994,http://www.cs.bc.edu/~muller/
Robert Signorile ,Boston College,usa,#N/A,#N/A,http://www.cs.bc.edu/~signoril/
Sergio Alvarez ,Boston College,usa,#N/A,#N/A,http://www.cs.bc.edu/~alvarez/
Sergio Alvarez Pardo ,Boston College,usa,#N/A,#N/A,http://www.cs.bc.edu/~alvarez/
A. J. Kfoury ,Boston University,usa,act,1980,http://www.cs.bu.edu/~kfoury/
Alina Ene ,Boston University,usa,act,2011,http://www.bu.edu/cs/alina-ene-2/
Assaf J. Kfoury ,Boston University,usa,#N/A,#N/A,http://www.cs.bu.edu/~kfoury/
Azer Bestavros ,Boston University,usa,bed,1991,http://www.bu.edu/cs/azer-bestavros/
Charalampos E. Tsourakakis ,Boston University,usa,act,2011,http://people.seas.harvard.edu/~babis/
David Starobinski ,Boston University,usa,comm,1996,http://people.bu.edu/staro/
Evimaria Terzi ,Boston University,usa,comm,2012,http://www.cs.bu.edu/~evimaria/
George Kollios ,Boston University,usa,comm,2007,http://www.cs.bu.edu/~gkollios/
Hongwei Xi ,Boston University,usa,bed,2003,https://www.cs.bu.edu/~hwxi/
Ibrahim Matta ,Boston University,usa,comm,1994,http://www.cs.bu.edu/~matta/
John W. Byers ,Boston University,usa,act,1997,https://www.cs.bu.edu/~byers/
Jonathan Appavoo ,Boston University,usa,arch,2014,http://www.cs.bu.edu/~jappavoo/
Kate Saenko ,Boston University,usa,ai,2013,http://www.cs.uml.edu/~saenko/
Leonid A. Levin ,Boston University,usa,act,1988,http://www.cs.bu.edu/~lnd/
Leonid Reyzin ,Boston University,usa,act,2010,https://www.cs.bu.edu/~reyzin/
Lorenzo Orecchia ,Boston University,usa,act,2008,http://www.bu.edu/cs/lorenzo-orecchia/
Manuel Egele ,Boston University,usa,ir,2017,https://www.bu.edu/eng/profile/manuel-egele/
Margrit Betke ,Boston University,usa,robotics,1994,http://www.cs.bu.edu/~betke/
Mark Crovella ,Boston University,usa,comm,1997,http://www.cs.bu.edu/fac/crovella/
PÌ©ter GÌÁcs ,Boston University,usa,act,1981,http://www.cs.bu.edu/~gacs/
Ran Canetti ,Boston University,usa,act,1990,http://www.cs.bu.edu/fac/canetti/
Richard West ,Boston University,usa,bed,2000,https://www.cs.bu.edu/~richwest/
Sharon Goldberg ,Boston University,usa,act,2013,http://www.cs.bu.edu/~goldbe/
Stan Sclaroff ,Boston University,usa,mlmining,2001,http://www.cs.bu.edu/~sclaroff/
Steven Homer ,Boston University,usa,act,1984,http://www.cs.bu.edu/~homer/
Wayne Snyder ,Boston University,usa,ai,1997,http://www.cs.bu.edu/~snyder/
Antonella Di Lillo ,Brandeis University,usa,#N/A,#N/A,http://www.brandeis.edu/facultyguide/person.html?emplid=4b4fcfe64c1c153c08a131c97077c1726072e6c9/
Harry G. Mairson ,Brandeis University,usa,act,1983,http://www.cs.brandeis.edu/~mairson/
James A. Storer ,Brandeis University,usa,act,1978,http://www.cs.brandeis.edu/~storer/
James Pustejovsky ,Brandeis University,usa,ai,1985,http://www.brandeis.edu/facultyguide/person.html?emplid=dbbe2e6922a901a7151b3d83b6618450867207ae/
Jordan Pollack ,Brandeis University,usa,#N/A,#N/A,http://www.cs.brandeis.edu/~pollack/
Liuba Shrira ,Brandeis University,usa,comm,1990,http://www.cs.brandeis.edu/~liuba/
Lotus Goldberg ,Brandeis University,usa,#N/A,#N/A,http://www.brandeis.edu/facultyguide/person.html?emplid=19717dba85e7e7d919456954c1c56642a52e0740/
Mitch Cherniack ,Brandeis University,usa,mod,1996,http://www.cs.brandeis.edu/~mfc/
Nianwen Xue ,Brandeis University,usa,ai,2005,http://www.cs.brandeis.edu/~xuen/
Olga Papaemmanouil ,Brandeis University,usa,mod,2006,http://www.cs.brandeis.edu/~olga/home.html/
Pengyu Hong ,Brandeis University,usa,nlp,2004,http://www.cs.brandeis.edu/~hong/
Richard Alterman ,Brandeis University,usa,ai,1993,http://www.brandeis.edu/facultyguide/person.html?emplid=4a09ce0d1a4b429db8f07e9e0210e5e2e7ab094b/
Rick Alterman ,Brandeis University,usa,#N/A,#N/A,http://www.brandeis.edu/facultyguide/person.html?emplid=4a09ce0d1a4b429db8f07e9e0210e5e2e7ab094b/
